city,state,lat,lon
Dighton,MA,41.843266666666665,-71.13806666666666
Colrain,MA,42.679,-72.7265
Chicopee,MA,42.17415999999999,-72.58966
Dartmouth,MA,41.652166666666666,-71.01573333333334
Douglas,MA,42.0528,-71.7509
Dracut,MA,42.6764,-71.3186
Dover,MA,42.5922,-71.14037142857144
Cohasset,MA,42.2395,-70.8128
Danvers,MA,42.5694,-70.9425
East Bridgewater,MA,42.0315,-70.945
Easthampton,MA,42.3683,-72.7688
East Longmeadow,MA,42.0672,-72.5056
Fitchburg,MA,42.5796,-71.8031
Eastham,MA,42.01113333333333,-70.91183333333333
Egremont,MA,42.1499,-73.4514
Dudley,MA,42.0489,-71.8932
Erving,MA,42.6076,-72.4292
Gloucester,MA,42.6281,-70.7756
Grafton,MA,42.20203333333334,-71.6944
Franklin,MA,42.0935,-71.4058
Framingham,MA,42.38442,-71.44752000000001
Conway,MA,42.5138,-72.7025
Maysville,KY,38.6207,-83.8067
Gardner,MA,42.4694,-71.94335000000001
Falmouth,MA,41.6413,-70.55174
Great Barrington,MA,42.1959,-73.3606
Hampden,MA,42.0648,-72.4318
Holbrook,MA,42.1464,-71.0083
Boston,MA,42.34425535714287,-71.00775892857146
Harwich,MA,41.681675,-70.069125
Kingston,MA,41.995,-70.741
Halifax,MA,42.0002,-70.8448
Holden,MA,42.342,-71.8414
Ipswich,MA,42.6809,-70.8494
Hopkinton,MA,42.219,-71.5302
Lexington,MA,42.448433333333334,-71.30083333333333
Hingham,MA,42.0975,-70.79625
Leominster,MA,42.5274,-71.7563
Lunenburg,MA,42.5884,-71.7266
Bridgewater,MA,42.005375,-70.97655
Longmeadow,MA,42.096199999999996,-72.55933333333333
Lowell,MA,42.60351999999999,-71.34624
Hubbardston,MA,42.4865,-72.0012
Marion,MA,41.7095,-70.7613
Maynard,MA,42.4321,-71.455
Marlborough,MA,42.3509,-71.5434
Lee,MA,42.13386,-71.86876
Mattapoisett,MA,41.6618,-70.8164
Methuen,MA,42.728,-71.181
Milford,MA,42.1511,-71.5274
Milton,MA,42.4219,-70.975375
Middleton,MA,42.5942,-71.013
Mendon,MA,42.0967,-71.5499
Needham,MA,42.263,-71.1993
Cummington,MA,42.4633,-72.9202
Monson,MA,42.101,-72.3196
Nantucket,MA,41.27515,-70.06960000000001
Lynnfield,MA,42.5327,-71.0339
Middleborough,MA,41.8931576,-70.9111517
Northampton,MA,42.336600000000004,-72.63583333333332
North Attleboro,MA,41.86685,-71.19845000000001
Natick,MA,42.2875,-71.3574
Marblehead,MA,42.4984,-70.8653
North Andover,MA,42.6826,-71.109
Oak Bluffs,MA,41.4174,-70.56
North Reading,MA,42.57675,-71.10215
Lafayette,LA,30.216169230769236,-92.04113846153845
Plainville,MA,42.0124,-71.3275
Brockton,MA,42.02644166666667,-70.86055
Georgetown,MA,42.7281,-70.9822
Medway,MA,42.1514,-71.4217
Pittsfield,MA,42.41296666666667,-73.23469999999999
Plymouth,MA,41.94375,-70.675425
Randolph,MA,42.1736,-71.0514
Rutland,MA,42.3762,-71.949
Rockport,MA,42.658,-70.6194
Greenfield,MA,42.56175,-72.62389999999999
Salem,MA,42.576975,-71.2398
Fairhaven,MA,41.6409,-70.8896
Reading,MA,42.54687499999999,-71.1099
Pelham,MA,42.3924166,-72.4034708
Rockland,MA,42.1293,-70.9133
Mount Washington,MA,42.0995912,-73.45405
Fall River,MA,41.70806,-71.13449999999999
Southborough,MA,42.2939,-71.532
Cambridge,MA,42.39405714285714,-71.20700000000001
Seekonk,MA,41.8378,-71.3224
Spencer,MA,42.2441,-71.9906
Shirley,MA,42.5734,-71.6483
Shelburne,MA,42.6022,-72.7391
Rowe,MA,42.6953,-72.9258
Shrewsbury,MA,42.324799999999996,-71.8087
Stoneham,MA,42.4828,-71.0978
Southwick,MA,42.0511,-72.7706
Sutton,MA,42.1266,-71.7552
Taunton,MA,41.84493333333334,-71.06296666666667
Swampscott,MA,42.4746,-70.9098
Truro,MA,42.0163,-70.07195
Tisbury,MA,41.4212,-70.6428
Tewksbury,MA,42.6028,-71.2232
Blandford,MA,42.1829,-72.9361
Tyngsborough,MA,42.6761451,-71.4227726
Upton,MA,42.1729,-71.61455000000001
Uxbridge,MA,42.2196,-71.76490000000001
Otis,MA,42.1904,-73.0669
Wareham,MA,41.7673,-70.70966666666668
Mill River,MA,42.1228,-73.254
Wellesley,MA,42.301899999999996,-71.28423333333332
Turners Falls,MA,42.58395,-72.51945
Webster,MA,42.0521,-71.8486
Topsfield,MA,42.6415,-70.9488
Wellfleet,MA,41.8647,-70.0477
Wenham,MA,42.6017,-70.8786
Wakefield,MA,42.5009,-71.0685
Weston,MA,42.402649999999994,-71.37975
Whitman,MA,42.0816,-70.9381
Wilbraham,MA,42.1245,-72.4464
Somerville,MA,42.3913,-71.10593333333333
Westford,MA,42.5864,-71.4401
Westborough,MA,42.3325,-71.80380000000001
Wrentham,MA,42.0617,-71.3396
Hyannis,MA,41.643566666666665,-70.30876666666667
Cheverly,MD,38.928167,-76.915807
Brentwood,MD,38.9407,-76.9531
Capitol Heights,MD,38.84481999999999,-76.88066
Provincetown,MA,42.0534,-70.1865
Princeton,MA,42.4078,-71.88655
Watertown,MA,42.421366666666664,-71.36548333333334
Granby,MA,42.2557,-72.52
Bowie,MD,38.9021,-76.80921428571428
Easton,MD,38.76765,-76.128
Sterling,MA,42.4354,-71.7752
Annapolis,MD,39.00635555555556,-76.56503333333336
Groton,MA,42.487899999999996,-71.48415000000001
Forest Heights,MD,38.8152324,-76.9985909
Fairmount Heights,MD,38.9011623,-76.9116989
Marshfield,MA,42.075966666666666,-70.7116
Cottage City,MD,38.9382028,-76.9518293
Haverhill,MA,42.772175000000004,-71.09700000000001
Laurel,MD,38.982142857142854,-76.85692857142855
Townsend,MA,42.66015,-71.7209
Mount Airy,MD,39.3881,-77.1723
North Beach,MD,38.7119,-76.5367
College Park,MD,38.93983333333333,-76.91776666666668
Aberdeen,MD,39.494,-76.15065
Greenbelt,MD,38.888933333333334,-76.8798
Frederick,MD,39.30321428571428,-77.28895714285714
Sykesville,MD,39.4567,-76.9696
Seat Pleasant,MD,38.8879957,-76.8987649
Bladensburg,MD,38.9421,-76.9261
Westminster,MD,39.5856,-77.00505
Foxborough,MA,42.0653768,-71.2478308
Takoma Park,MD,38.9084,-76.9392
Norwell,MA,42.1596,-70.8217
Bangor,ME,45.17205,-68.7196
Worcester,MA,42.29855625000002,-71.83983749999999
Westminster,MA,42.5483,-71.9096
Bar Harbor,ME,44.3738,-68.2448
West Tisbury,MA,41.4212,-70.6428
Havre de Grace,MD,39.5523,-76.1171
Lynn,MA,42.50174285714286,-70.95912857142856
NORFOLK,MA,42.1177,-71.3269
Burkittsville,MD,39.387100000000004,-77.64335
Brunswick,ME,43.8973,-69.9779
Williamstown,MA,42.7089,-73.2036
Rockville,MD,39.109700000000004,-77.16714999999999
Emmitsburg,MD,39.694,-77.3357
Brewer,ME,44.7874,-68.7539
Cumberland,ME,43.7782,-70.2321
Eliot,ME,43.1309,-70.7822
Pittsville,MD,38.3755,-75.4076
Blue Hill,ME,44.5727,-68.45716666666665
Kittery,ME,43.09485,-70.7275
Lewiston,ME,44.16416666666667,-70.22353333333335
Warren,MA,42.203450000000004,-72.2142
Riverdale,MD,38.89685,-76.8962
Carrabassett Valley,ME,45.0782382,-70.2114804
Ogunquit,ME,43.2541,-70.6094
Bucksport,ME,44.6015,-68.7768
Kennebunkport,ME,43.3923,-70.4729
Mapleton,ME,46.6746,-68.1536
Auburn,ME,44.162933333333335,-70.23933333333333
Baltimore,MD,39.30958269230767,-76.61883269230768
Rockland,ME,44.1123,-69.1139
Waterville,ME,44.55175,-69.66550000000001
South Portland,ME,44.019949999999994,-70.3708
Norridgewock,ME,44.6899,-69.8306
Augusta,ME,44.376239999999996,-69.76804
WESTBROOK,ME,44.0462,-70.41435
Standish,ME,43.8142,-70.4807
Wiscasset,ME,44.0074,-69.6826
Bowdoin,ME,44.04715,-69.9422
Chevy Chase,MD,39.061,-77.1448
Battle Creek,MI,42.29601666666667,-85.12518333333334
Thomaston,ME,44.0612,-69.16235
Leonardtown,MD,38.2774,-76.638
Bay City,MI,43.64286666666666,-83.92146666666667
Saco,ME,43.5209,-70.4546
Bloomfield Hills,MI,42.5941,-83.29587500000001
Cutler,ME,44.6753,-67.2499
Berwick,ME,43.2815,-70.78736666666667
Hampden,ME,44.7411,-68.873
Prospect,ME,44.411,-68.0141
Albion,MI,42.2581,-84.7561
Presque Isle,ME,46.6842,-68.0118
Alger,MI,44.1395,-84.1872
Canton,MI,42.311499999999995,-83.46725
Winslow,ME,44.538237,-69.6287139
Winterport,ME,44.6552,-68.8862
Charlevoix,MI,45.2654,-85.2297
Bath,ME,43.9062,-69.8266
Center Line,MI,42.4788,-83.0248
Cape Elizabeth,ME,43.6017,-70.2301
Hermon,ME,44.8100913,-68.9115393
Fairfield,ME,45.7043,-68.7602
Dearborn Heights,MI,42.30605,-83.2735
Gardiner,ME,44.19515,-69.7815
DeWitt,MI,42.8428,-84.5797
Brownstown,MI,42.1529228,-83.2753247
Fremont,MI,43.50975,-85.88175
"Fraser, MI 48026",MI,42.539202,-82.9493652
Wilton,ME,44.604299999999995,-70.23904999999999
Dearborn,MI,42.293275,-83.2141125
Dexter,MI,42.3583,-83.9
Grand Blanc,MI,42.9231,-83.6217
Grand Rapids,MI,42.98573571428572,-85.60128928571423
Almont,MI,42.926,-83.0362
Big Rapids,MI,43.6897,-85.4797
Boyne City,MI,45.2052,-85.0183
Cottrellville Twp.,MI,42.6907045,-82.5540529
Holt,MI,43.04045,-85.33755
Inkster,MI,42.294,-83.3146
Cassopolis,MI,41.8968,-85.9923
Blissfield,MI,41.8276,-83.8773
Kingsford,MI,45.8006,-88.0773
Lenox,MI,42.7643581,-82.7966717
Madison Heights,MI,42.5016,-83.1027
Macomb,MI,42.65885,-82.9074
Honor,MI,44.6954,-86.0376
Frankenmuth,MI,43.338,-83.74844999999999
Fowlerville,MI,42.6614,-84.0721
Lansing,MI,42.68018333333335,-84.51582333333336
Midland,MI,43.622628571428585,-84.29745714285714
Germfask,MI,46.2363,-85.9159
Monroe,MI,41.91865,-83.45835
Grand Haven,MI,43.0378,-86.1912
Northville,MI,42.4174,-83.48859999999999
Marquette,MI,46.5786,-87.4545
Hillsdale,MI,41.924,-84.6208
Milan,MI,42.0914,-83.6776
Mount Clemens,MI,42.63505,-82.89269999999999
Harrison Township,MI,42.5877,-82.8215
Leonard,MI,42.8437,-83.1406
Portage,MI,42.187666666666665,-85.60036666666667
Muskegon,MI,43.23858333333334,-86.27638333333334
Plymouth,MI,42.3688,-83.4799
Royal Oak,MI,42.55656666666667,-83.22663333333333
Roseville,MI,42.5034,-82.9387
Oscoda,MI,44.44415,-83.36095
Mancelona,MI,44.9116,-85.0634
Leonidas,MI,42.0294,-85.3497
Milford,MI,42.588899999999995,-83.6216
Sterling Heights,MI,42.601839999999996,-83.00207999999999
Marine City,MI,42.6859,-82.5499
Sturgis,MI,41.8089,-85.4264
Swartz Creek,MI,42.9468,-83.817
New Boston,MI,42.1449,-83.3589
Romeo,MI,42.84,-83.0388
Waterford,MI,42.65813333333333,-83.38336666666667
Andover,MN,45.2377,-93.2724
Anoka,MN,45.2825,-93.4186
Wyandotte,MI,42.2084,-83.1616
Apple Valley,MN,44.7319094,-93.21772
Troy,MI,42.484314285714284,-83.65895714285715
Prudenville,MI,44.2974,-84.6627
Brainerd,MN,46.3502,-94.1
Blaine,MN,45.1607987,-93.2349489
Rochester,MI,42.67165,-83.14855
Van Buren Township,MI,42.2207982,-83.4841464
Wyoming,MI,42.8977,-85.7186
Saline,MI,42.1698,-83.7849
Champlin,MN,45.17,-93.3819
Burnsville,MN,44.7458,-93.28370000000001
Chaska,MN,44.8061,-93.6083
Ruth,MI,43.7404,-82.7414
Bloomington,MN,44.8322405,-93.3204872
Cottage Grove,MN,44.8308,-92.9393
Delano,MN,45.0342,-93.8016
Wallace,MI,45.3017,-87.5805
Traverse City,MI,44.777825,-85.5793
Warren,MI,42.520399999999995,-83.00632857142857
Elk River,MN,45.3136,-93.5814
East Grand Forks,MN,47.9318,-97.0213
Excelsior,MN,44.9007,-93.5791
Ypsilanti,MI,42.2382,-83.6083
Duluth,MN,46.98594285714285,-92.19112142857144
Faribault,MN,44.2945,-93.2818
TAWAS CITY,MI,44.266999999999996,-83.53205
Farmington,MN,44.6628,-93.1539
Columbia Heights,MN,45.0460458,-93.2517802
Arlington,MN,44.6153,-94.0762
Golden Valley,MN,44.9861176,-93.3784618
Aurora,MN,47.4951,-92.2415
Corcoran,MN,45.0951069,-93.5475651
Hibbing,MN,47.528,-92.6892
Hopkins,MN,44.933400000000006,-93.44265
Hinckley,MN,46.0189,-92.8993
Inver Grove Heights,MN,44.82855,-93.06655
Lakeville,MN,44.6749,-93.2578
Lino Lakes,MN,45.1602442,-93.0888324
Lake Elmo,MN,44.9946,-92.9056
Maple Grove,MN,45.0984983,-93.4419222
Maplewood,MN,45.0082216,-93.0456985
MAHTOMEDI,MN,45.0696886,-92.9516037
Mendota Heights,MN,44.8835768,-93.1382749
Monticello,MN,45.14418125000001,-93.86704374999998
Moose Lake,MN,46.4472,-92.7466
New Ulm,MN,44.3044,-94.4644
Northfield,MN,44.4587,-93.1668
Crystal,MN,44.56805,-93.84515
Oakdale,MN,44.985624,-92.9645794
North Branch,MN,45.5165,-92.9371
Orono,MN,44.1489,-92.485
Otsego,MN,45.2812733,-93.614857
NISSWA,MN,46.4929,-94.2976
Red Wing,MN,44.5528,-92.5486
New Richland,MN,43.8937,-93.4995
Rosemount,MN,44.7378,-93.0685
Richfield,MN,44.8766431,-93.2877877
Hastings,MN,44.7129,-92.8637
Rochester,MN,44.0317,-92.46390000000001
South St Paul,MN,44.8906694,-93.0372808
Moorhead,MN,46.88442499999999,-96.56895
Shorewood,MN,44.930272,-93.5448303
Owatonna,MN,44.0805,-93.2191
St. Francis,MN,45.3864283,-93.3597084
St. Anthony,MN,45.6866317,-94.6122301
Thief River Falls,MN,48.0763,-96.149
Waconia,MN,44.851,-93.7784
Watertown,MN,44.9595,-93.8482
Minneapolis,MN,44.98797183098588,-93.3511985915494
West Saint Paul,MN,44.9101545,-93.0802073
Shakopee,MN,44.7793,-93.5197
Branson,MO,36.665,-93.24195
Bridgeton,MO,38.7506,-90.4161
Victoria,MN,44.8582,-93.6561
Festus,MO,38.1879,-90.4286
Fulton,MO,38.8518,-91.9606
Hillsboro,MO,38.2586,-90.5782
Creve Coeur,MO,38.6613007,-90.4423653
Jackson,MO,38.4835,-91.04169999999999
Holts Summit,MO,38.6328,-92.1163
Ironton,MO,37.6168,-90.5985
Liberty,MO,39.28823333333333,-94.4181
Manchester,MO,38.5925305,-90.5107453
Marshfield,MO,37.3312,-92.925
Monett,MO,36.9212,-93.9258
Clinton,MO,38.4018,-93.785
Brookfield,MO,39.7846,-93.0719
Saint Paul,MN,44.96614909090912,-93.09993818181812
Nevada,MO,37.8409,-94.3571
Neosho,MO,36.8706,-94.3862
Pacific,MO,38.4922,-90.748
Mountain View,MO,36.9892,-91.7099
Osage Beach,MO,38.138,-92.6664
Maryville,MO,40.3434,-94.8735
Jefferson City,MO,38.53650909090909,-92.24004545454545
Poplar Bluff,MO,36.73935,-90.4118
Republic,MO,37.123,-93.48
Willmar,MN,45.1393,-95.0523
Plattsburg,MO,39.5705,-94.4338
Hannibal,MO,39.7064,-91.3839
Ladue,MO,38.6497743,-90.3806725
Saint Charles,MO,38.720675,-90.6375
Ash Grove,MO,37.316,-93.5781
Waterville,MN,44.2238,-93.5751
Herculaneum,MO,38.2625,-90.3896
Springfield,MO,37.21338750000001,-93.30241249999999
Lexington,MO,39.1742,-93.8714
Silex,MO,39.1166,-91.037
Houston Lake,MO,39.1925221,-94.6212663
Warrensburg,MO,38.7667,-93.7273
Webster Groves,MO,38.592339,-90.3564329
Milan,MO,40.1844,-93.1361
Rolla,MO,37.9293,-91.78513333333332
Riverside,MO,39.1776,-94.6321
O'Fallon,MO,38.7902503,-90.7033292
St. Louis,MO,38.6254063,-90.190009
Dardenne Prairie,MO,38.7694969,-90.7290157
Saint Louis,MO,38.64507808219178,-90.2980342465752
Glasgow,MO,39.2257,-92.8318
Gautier,MS,30.398,-88.6412
Grain Valley,MO,39.0274,-94.2087
St. Joseph,MO,39.7686055,-94.8466322
Parkville,MO,39.1896268,-94.6826891
Ocean Springs,MS,30.4763,-88.70773333333334
Columbia,MO,38.94167,-92.23896
Billings,MT,45.92219285714285,-108.31914285714288
Belgrade,MT,45.7801,-111.1439
Great Falls,MT,47.47860000000001,-111.28907999999998
Jackson,MS,32.30701176470588,-90.25671470588232
Whitefish,MT,48.404,-114.3509
Archdale,NC,35.914581,-79.9719831
Apex,NC,35.7176,-78.8309
Boone,NC,36.217749999999995,-81.68969999999999
Burlington,NC,36.0637,-79.44239999999999
Burgaw,NC,34.5487,-77.9403
Blowing Rock,NC,36.1355,-81.6996
Gulfport,MS,30.410342857142854,-89.07062857142857
Carolina Beach,NC,34.0366,-77.8963
Asheboro,NC,35.72006666666667,-79.78693333333334
Conover,NC,35.7313,-81.2165
Sunrise Beach,MO,38.1558,-92.7854
Durham,NC,36.02406875,-78.88837500000001
Greenville,NC,35.59102,-77.37686
Asheville,NC,35.60043636363636,-82.54426363636364
Foxfire Village,NC,36.053469,-78.919688
Harrisburg,NC,35.3247,-80.6594
Chapel Hill,NC,35.971940000000004,-79.0712
Kinston,NC,35.272999999999996,-77.62530000000001
Jacksonville,NC,34.73453333333333,-77.4107
High Point,NC,36.00471666666667,-79.99851666666667
Granite Quarry,NC,35.6109,-80.4361
Concord,NC,35.37733333333333,-80.56243333333333
Lumberton,NC,34.63556666666667,-79.0437
East Spencer,NC,35.6805,-80.4354
Mills River,NC,35.3906,-82.568
Morehead City,NC,34.7253,-76.7531
Nags Head,NC,35.8865,-75.6038
Pittsboro,NC,35.7694,-79.1755
Duck,NC,36.1700137,-75.7559261
Pineville,NC,35.0709,-80.8859
Rocky Mount,NC,35.93805999999999,-77.80337999999999
Gastonia,NC,35.259116666666664,-81.1784
Siler City,NC,35.7354,-79.4566
Mooresville,NC,35.5807,-80.84555
Shelby,NC,35.27133333333333,-81.55506666666668
Salisbury,NC,35.65865,-80.482425
Surf City,NC,34.4271121,-77.5460805
Lowell,NC,35.2655,-81.096
Fayetteville,NC,35.04487,-78.90589
Landis,NC,35.5435,-80.6129
Marvin,NC,34.999287,-80.8211737
Wingate,NC,34.9847,-80.4476
Oak Island,NC,33.9161,-78.1255
Bismarck,ND,46.8645857142857,-100.6771
Richfield,NC,35.4541,-80.2838
Mebane,NC,36.0979,-79.2719
Helena,MT,46.750588888888885,-112.07306666666666
Roanoke Rapids,NC,36.4461,-77.6731
Wallace,NC,34.7542,-77.9429
Jamestown,ND,46.9377,-98.8017
Vass,NC,35.2171,-79.2562
Blair,NE,41.54185,-96.172
Southport,NC,33.9654,-78.0359
Wendell,NC,35.798,-78.3926
Fargo,ND,46.906100000000016,-97.07330000000002
Wilmington,NC,34.17766666666666,-77.88579166666666
Hendersonville,NC,35.3299,-82.48875000000001
Kitty Hawk,NC,36.0837,-75.6966
Topsail Beach,NC,34.3651685,-77.6305293
Fremont,NE,41.50475,-96.55595
Thomasville,NC,35.8771,-80.18365
North Platte,NE,41.0895,-100.76075
Youngsville,NC,36.0078,-78.4412
Woodfin,NC,35.633444,-82.5820725
Knightdale,NC,35.7789,-78.4898
Papillion,NE,41.14695,-96.0251
Bedford,NH,42.9403,-71.5213
Winston-Salem,NC,36.0998131,-80.2440518
Bow,NH,43.1388,-71.5448
Berlin,NH,44.4811,-71.1892
Charlotte,NC,35.24032839506175,-80.81567777777767
Canaan,NH,43.6601,-72.0297
Concord,NH,43.24638,-71.58102
Brentwood,NH,42.9786981,-71.0728369
Morrisville,NC,35.8344,-78.8466
Deerfield,NH,43.1378,-71.2513
Spruce Pine,NC,35.906,-82.0705
Spencer,NC,35.686099999999996,-80.43405
Durham,NH,43.2802,-71.03025
Nebraska City,NE,40.6747,-95.8619
Rolesville,NC,35.9156,-78.4658
Waynesville,NC,35.5174,-82.9816
Goffstown,NH,43.0201,-71.5697
Hampton,NH,43.09282,-71.03906
Epping,NH,43.0411,-71.0764
Washington,NC,35.5884,-77.1404
Ogallala,NE,41.1275,-101.7107
Kensington,NH,42.9283343,-70.9434892
Hudson,NH,42.769,-71.4121
Allenstown,NH,43.1275077,-71.4321179
Litchfield,NH,42.843,-71.455
Laconia,NH,43.58085,-71.4618
Lebanon,NH,43.75206666666667,-72.12813333333334
Londonderry,NH,42.8656,-71.3772
Wake Forest,NC,35.9773,-78.495
Nashua,NH,42.79654000000001,-71.51957999999999
Newmarket,NH,43.0726,-70.9553
Newfields,NH,43.0374,-70.9782
Bristol,NH,43.612,-71.7507
Moultonborough,NH,43.7281,-71.3922
"MEREDITH, NH",NH,43.6567546,-71.5011718
Salem,NH,42.89525,-71.1154
Manchester,NH,42.97110000000001,-71.54203333333334
Hollis,NH,42.7485,-71.5772
Keene,NH,42.954899999999995,-72.26925
Sanbornton,NH,43.5496,-71.6003
Windham,NH,42.8051,-71.3067
Bridgeton,NJ,39.3762,-75.1617
Berkeley Heights,NJ,40.6752,-74.4346
Belle Mead,NJ,40.4483,-74.6557
Amherst,NH,42.8569,-71.6075
Cherry Hill,NJ,39.905249999999995,-74.99625
East ORange,NJ,40.7724,-74.22423333333334
Bergenfield,NJ,40.9238,-73.9989
Fairfield,NJ,40.8822,-74.296
Ewing,NJ,40.2688105,-74.8006895
Dumont,NJ,40.9447,-73.9921
EDISON,NJ,40.51558,-74.38629999999999
Cliffside Park,NJ,40.8222,-73.988
Newton,NH,42.864850000000004,-71.041
Raymond,NH,43.0325,-71.1912
Hooksett,NH,43.0617,-71.4444
Beach Haven,NJ,39.6411,-74.1922
Epsom,NH,43.2174,-71.3546
Bridgewater,NJ,40.5904,-74.6267
Plymouth,NH,43.7635,-71.6847
Little Silver,NJ,40.3354,-74.0413
Bradley Beach,NJ,40.2023,-74.0132
Florence,NJ,40.118,-74.8055
Highlands,NJ,40.4013,-74.01575
Millville,NJ,39.3673,-75.0293
Emerson,NJ,40.9755,-74.0285
Camden,NJ,39.91815,-75.07249999999999
Mays Landing,NJ,39.432,-74.6962
Lakewood,NJ,40.085,-74.2042
New Egypt,NJ,40.0713,-74.5067
Dunellen,NJ,40.5897,-74.4639
Paramus,NJ,40.9479,-74.0752
Madison,NJ,40.7599,-74.4179
Orange,NJ,40.772942857142844,-74.23824285714285
Portsmouth,NH,43.00471,-71.03556
Princeton,NJ,40.316199999999995,-74.67135
Pennsauken,NJ,39.9723,-75.0607
Pompton Lakes,NJ,40.9993,-74.2876
Rahway,NJ,40.6087,-74.2819
Point Pleasant Beach,NJ,40.0806,-74.0595
New Milford,NJ,40.9331,-74.0195
Freehold,NJ,40.2458,-74.2768
Keansburg,NJ,40.4414,-74.1306
Stratham,NH,43.0194,-70.8997
Frenchtown,NJ,40.5208,-75.0325
Merchantville,NJ,39.9519,-75.0482
Scotch Plains,NJ,40.6379,-74.3682
Wall Township,NJ,40.1743052,-74.0902219
Linden,NJ,40.6354,-74.2556
North Brunswick,NJ,40.4538,-74.4823
Little Falls,NJ,40.8835,-74.2144
Wildwood,NJ,38.9949,-74.838
Washington,NJ,40.87325,-74.52745
Westwood,NJ,41.0092,-74.0041
Mountain Lakes,NJ,40.8904,-74.4415
Westfield,NJ,40.656800000000004,-74.3224
Harrington Park,NJ,40.9918,-73.98
Bedminster,NJ,40.6571,-74.6432
Brick,NJ,40.06315,-74.11305
Jersey City,NJ,40.72906428571428,-74.06995714285715
Artesia,NM,32.796,-104.36775
Angel Fire,NM,36.3849,-105.2439
Clovis,NM,34.52055,-103.30635000000001
Willingboro,NJ,40.029,-74.8835
Farmington,NM,36.7614,-108.13223333333333
Denville,NJ,40.8897,-74.4844
Secaucus,NJ,40.7619,-74.06945
North Haledon,NJ,40.9550981,-74.1859782
Belen,NM,34.6511,-106.6952
Teaneck,NJ,40.919799999999995,-74.04755
Pine Beach,NJ,39.9347,-74.168
South Brunswick,NJ,40.3818728,-74.5317663
Salem,NJ,39.5591,-75.4521
Gallup,NM,35.4791,-108.56286666666665
Wilton,NH,42.8368,-71.7541
Roswell,NM,33.438433333333336,-104.44500000000001
Los Lunas,NM,34.7806,-106.7115
Jemez Springs,NM,35.8927,-106.7714
North Plainfield,NJ,40.6208476,-74.4279801
Rio Rancho,NM,35.20586666666666,-106.68820000000001
Plainfield,NJ,40.62038,-74.39435999999999
Taos,NM,36.42253333333333,-105.59143333333333
Paterson,NJ,40.95442,-74.21992
Waldwick,NJ,41.013,-74.1243
Allendale,NJ,41.0327,-74.1342
Verona,NJ,40.8319,-74.2428
Bosque Farms,NM,34.8764,-106.6975
Manasquan,NJ,40.1217,-74.0611
Albany,NY,42.63045686274511,-73.92344117647062
Pahrump,NV,36.3012,-115.99715
Victory Gardens,NJ,40.8759325,-74.5423796
Minotola,NJ,39.5155,-74.9467
Rochelle Park,NJ,40.9057,-74.079
Amityville,NY,40.80325,-73.0271
Amsterdam,NY,42.9063,-74.229
Mesquite,NV,36.81013333333333,-114.08493333333332
Armonk,NY,41.136,-73.7009
Raton,NM,36.8952,-104.4349
Montvale,NJ,41.0495,-74.0384
Ruidoso,NM,33.3452,-105.62753333333335
Portales,NM,34.1799,-103.3363
Aztec,NM,36.8205,-108.011
Truth or Consequences,NM,33.1606,-107.2669
Albuquerque,NM,35.074613333333346,-106.63285555555552
Wayne,NJ,40.98996666666667,-74.2854
Amenia,NY,41.8447,-73.5542
Reno,NV,39.85117692307692,-119.72522307692303
Ballston Spa,NY,43.005,-73.8486
Bedford Hills,NY,41.2344,-73.6915
Bernalillo,NM,35.3285,-106.5309
Las Vegas,NV,36.10155340909092,-115.13616022727282
Batavia,NY,42.9992,-78.18885
Santa Fe,NM,35.613400000000006,-105.98537272727272
Brewster,NY,41.4097,-73.5992
Briarcliff Manor,NY,41.1444,-73.835
Athens,NY,42.2736,-73.8152
Bronxville,NY,40.9391,-73.8353
Elko,NV,41.00813333333333,-115.53120000000001
Buffalo,NY,42.8623956521739,-78.84508260869562
Canandaigua,NY,42.8689,-77.2846
Cairo,NY,42.3418,-73.99806666666666
Baldwinsville,NY,43.162,-76.3237
Blooming Grove,NY,41.4649,-74.2556
Bayville,NY,40.9074,-73.5601
Grants,NM,35.0998,-107.8502
Brockport,NY,43.2128,-77.9368
Bloomfield,NY,42.89746666666667,-77.47879999999999
Chappaqua,NY,41.1705,-73.7715
Binghamton,NY,42.113,-75.8936
Au Sable Forks,NY,44.4499,-73.6857
Socorro,NM,34.0479,-106.8907
Cohoes,NY,42.7754,-73.7124
Canajoharie,NY,42.8671,-74.5956
Canastota,NY,43.0878,-75.7602
Cortland,NY,41.9396,-75.0394
CARTHAGE,NY,43.9791,-75.6013
Black River,NY,44.0042,-75.7958
Chatham,NY,42.422200000000004,-73.56552500000001
Clarkson,NY,43.286,-77.6843
Delhi,NY,42.2937,-74.9207
Clayton,NY,44.1442,-76.062
Dover Plains,NY,41.7351,-73.587
Cortlandt Manor,NY,41.284,-73.8931
Cold Spring,NY,41.15075,-73.6879
Clifton Park,NY,42.8499,-73.7851
East Hampton,NY,40.993,-72.179
Cambridge,NY,43.0466,-73.3814
Clifton Springs,NY,42.9632,-77.144
Elmira,NY,42.10924285714286,-76.80752857142856
Cornwall,NY,41.73736666666667,-74.06956666666667
elmsford,NY,41.0572,-73.8136
Cazenovia,NY,42.938,-75.8392
Farmingville,NY,40.8366,-73.0412
Deposit,NY,42.0666,-75.4287
Freeport,NY,40.6536,-73.5866
Geneva,NY,42.8637,-76.9913
