domain,city,state,type,org,status,bid_url,platform,checked_date
pottertwp-pa.gov,Monaca,PA,City,Potter Township,not_found,,,2026-08-11
mountpocono-pa.gov,Mount Pocono,PA,City,Mount Pocono Borough,not_found,,,2026-08-11
cityofnanticoke-pa.gov,Nanticoke,PA,City,City of Nanticoke,not_found,,,2026-08-11
peterstownshipfcpa.gov,Lemasters,PA,City,Peters Township Supervisors,not_found,,,2026-08-11
northlebanontwppa.gov,Lebanon,PA,City,North Lebanon Township,not_found,,,2026-08-11
plumstead.gov,Pipersville,PA,City,Plumstead Township,not_found,,,2026-08-11
vernontwp-pa.gov,Meadville,PA,City,VERNON TOWNSHIP,not_found,,,2026-08-11
jacksontownship-pa.gov,Myerstown,PA,City,Jackson Township,not_found,,,2026-08-11
pottstown.gov,Pottstown,PA,City,Pottstown Borough,not_found,,,2026-08-11
palmerpa.gov,Palmer,PA,City,Palmer Township,not_found,,,2026-08-11
mjbapa.gov,Mount Joy,PA,City,Mount Joy Borough Authority,not_found,,,2026-08-11
easthopewelltownshippa.gov,Felton,PA,City,East Hopewell Township,not_found,,,2026-08-11
wrighttownshippa.gov,Mountain Top,PA,City,Wright Township,not_found,,,2026-08-11
eastpenntownship.gov,Lehighton,PA,City,East Penn Township,not_found,,,2026-08-11
paconstableeastpenntwp.gov,Lehighton,PA,City,East Penn Township Constable Office,not_found,,,2026-08-11
duboispa.gov,DuBois,PA,City,City of DuBois PA,found,https://duboispa.gov/notices/rfps-out/,agency,2026-08-11
daughertytownship-pa.gov,New Brighton,PA,City,Daugherty Township,not_found,,,2026-08-11
phila.gov,Philadelphia,PA,City,Office of Innovation and Technology,found,https://phila.gov/bids,agency,2026-08-11
ringgoldtownship.gov,Ringgold,PA,City,Ringgold Township,not_found,,,2026-08-11
norrypapolice.gov,Northumberland,PA,City,Northumberland Police Department,not_found,,,2026-08-11
haysvilleborough.gov,Haysville,PA,City,Haysville Borough,not_found,,,2026-08-11
nazarethboroughpa.gov,Nazareth,PA,City,Borough of Nazareth,not_found,,,2026-08-11
tobyhannatownshippa.gov,Pocono Pines,PA,City,Tobyhanna Township,not_found,,,2026-08-11
renovopolice.gov,Renovo,PA,City,Renovo Police Department,not_found,,,2026-08-11
newtownpa.gov,Newtown,PA,City,Newtown Township,not_found,,,2026-08-11
harrisontwp-pa.gov,Natrona Heights,PA,City,Harrison Township,not_found,,,2026-08-11
penbrookpa.gov,Penbrook,PA,City,Borough of Penbrook,not_found,,,2026-08-11
palmerpdpa.gov,Palmer,PA,City,Palmer Township Police Department,not_found,,,2026-08-11
mtpenn.gov,Reading,PA,City,Borough of Mount Penn,not_found,,,2026-08-11
westviewpa.gov,Pittsburgh,PA,City,Borough of West View,not_found,,,2026-08-11
mesalancasterpa.gov,Elizabethtown,PA,City,Municipal Emergency Services Authority of Lancaster County,not_found,,,2026-08-11
westmifflin.gov,West Mifflin,PA,City,Borough of West Mifflin,found,https://westmifflin.gov/Bids.aspx,civicplus,2026-08-11
brentwoodpa.gov,Pittsburgh,PA,City,Borough of Brentwood,not_found,,,2026-08-11
narberthpa.gov,Narberth,PA,City,Narberth Borough,not_found,,,2026-08-11
sayreboroughpa.gov,Sayre,PA,City,Sayre Borough Police Department,not_found,,,2026-08-11
lackawaxentownshippa.gov,Hawley,PA,City,Lackawaxen Township,not_found,,,2026-08-11
orwigsburg.gov,Orwigsburg,PA,City,Borough of Orwigsburg,not_found,,,2026-08-11
sadsburytwpchesco.gov,Sadsburyville,PA,City,Sadsbury Township,not_found,,,2026-08-11
sevenspringsborough-pa.gov,Seven Springs,PA,City,Seven Springs Borough,not_found,,,2026-08-11
parkesburg.gov,Parkesburg,PA,City,Parkesburg Borough,not_found,,,2026-08-11
shippensburgpdpa.gov,Shippensburg,PA,City,Borough of Shippensburg,not_found,,,2026-08-11
lowergwyneddpd.gov,Spring House,PA,City,Lower Gwynedd Township Police Department,not_found,,,2026-08-11
libertytownshipcentrepa.gov,Howard,PA,City,Liberty Township in Centre County,not_found,,,2026-08-11
robinsonpa.gov,McDonald,PA,City,Robinson Township,not_found,,,2026-08-11
readingpa.gov,Reading,PA,City,City of Reading,not_found,,,2026-08-11
londonbritaintownship-pa.gov,Landenberg,PA,City,London Britiain Township,not_found,,,2026-08-11
whitehallboropd.gov,Pittsburgh,PA,City,Whitehall Borough Police Department,not_found,,,2026-08-11
craftonborough.gov,Pittsburgh,PA,City,Crafton Borough,not_found,,,2026-08-11
bristolri.gov,Bristol,RI,City,Town of Bristol,found,https://bristolri.gov/Bids.aspx,civicplus,2026-08-11
phoenixoregon.gov,Phoenix,OR,City,City of Phoenix,found,https://www.phoenixoregon.gov/bid-solicitations/,agency,2026-08-11
pennhillspa.gov,Pittsburgh,PA,City,Municipality of Penn Hills,not_found,,,2026-08-11
greencastlepa.gov,Greencastle,PA,City,Borough of Greencastle,found,https://greencastlepa.gov/documents/?collection_list=RFPs,custom,2026-08-11
pymatuningpolice.gov,Transfer,PA,City,Pymatuning Township Police,not_found,,,2026-08-11
cumberlandri.gov,Cumberland,RI,City,Town of Cumberland,found,https://cumberlandri.gov/Bids.aspx,civicplus,2026-08-11
franklintownshipcarbonpa.gov,Lehighton,PA,City,Franklin Township,not_found,,,2026-08-11
reynoldsvilleborough.gov,Reynoldsville,PA,City,Borough of Reynoldsville,not_found,,,2026-08-11
ransomtownshippa.gov,Ransom Township,PA,City,Ransom Township,not_found,,,2026-08-11
jacksontwp-pa.gov,Reeders,PA,City,Jackson Township,not_found,,,2026-08-11
jeffersontwplackawanna.gov,Jefferson Township,PA,City,Jefferson Township,not_found,,,2026-08-11
waverlypa.gov,Waverly,PA,City,Waverly Township,not_found,,,2026-08-11
tatamypa.gov,Tatamy,PA,City,Tatamy Borough,not_found,,,2026-08-11
rosstwpmcpa.gov,SAYLORSBURG,PA,City,ROSS TOWNSHIP SUPERVISORS,not_found,,,2026-08-11
townoffosterri.gov,Foster,RI,City,Town of Foster,found,https://townoffosterri.gov/Bids.aspx,civicplus,2026-08-11
pottsvillepa.gov,Pottsville,PA,City,City of Pottsville,not_found,,,2026-08-11
uniontwpluzernecopa.gov,Shickshinny,PA,City,Union Township,not_found,,,2026-08-11
middletowndelcopa.gov,Media,PA,City,Middletown Township,not_found,,,2026-08-11
sevenfields.gov,Seven Fields,PA,City,Borough of Seven Fields,not_found,,,2026-08-11
haycocktownship.gov,Quakertown,PA,City,Haycock Township,not_found,,,2026-08-11
springdaleborough.gov,Springdale,PA,City,Borough of Springdale,not_found,,,2026-08-11
slipperyrockboroughpa.gov,Slippery Rock,PA,City,Borough of Slippery Rock,not_found,,,2026-08-11
newshorehamri.gov,New Shoreham,RI,City,Town of New Shoreham,found,https://newshorehamri.gov/Bids.aspx,civicplus,2026-08-11
richmondri.gov,Richmond,RI,City,"Town of Richmond, Rhode Island",found,https://richmondri.gov/Bids.aspx,civicplus,2026-08-11
titusvillepapd.gov,Titusville,PA,City,City of Titusville,not_found,,,2026-08-11
narragansettri.gov,Narragansett,RI,City,Town of Narragansett,found,https://narragansettri.gov/Bids.aspx,civicplus,2026-08-11
middletownri.gov,Middletown,RI,City,"Town of Middletown, Rhode Island",found,https://middletownri.gov/Bids.aspx,civicplus,2026-08-11
washingtonpa.gov,Washington,PA,City,Washington Police Department,not_found,,,2026-08-11
plymouthtownshippa.gov,Plymouth Twp,PA,City,Plymouth Township,not_found,,,2026-08-11
nsmithfieldri.gov,North Smithfield,RI,City,Town of North Smithfield,found,https://nsmithfieldri.gov/Bids.aspx,civicplus,2026-08-11
wellsboropa.gov,Wellsboro,PA,City,Borough of Wellsboro,not_found,,,2026-08-11
waynesburgpa.gov,Waynesburg,PA,City,Waynesburg Borough,not_found,,,2026-08-11
portsmouthri.gov,Portsmouth,RI,City,"Town of Portsmouth, RI",found,https://portsmouthri.gov/Bids.aspx,civicplus,2026-08-11
springcitypa.gov,Spring City,PA,City,Spring City Borough,not_found,,,2026-08-11
northkingstownri.gov,North Kingstown,RI,City,Town Of North Kingstown,found,https://northkingstownri.gov/Bids.aspx,civicplus,2026-08-11
parkstwp.gov,VANDERGRIFT,PA,City,PARKS TOWNSHIP,not_found,,,2026-08-11
mayfieldboroughpa.gov,Mayfield,PA,City,Mayfield Borough,not_found,,,2026-08-11
stonycreekccpa.gov,Johnstown,PA,City,"Stonycreek Township, Cambria County",not_found,,,2026-08-11
cityofmonongahela-pa.gov,Monongahela,PA,City,City of Monongahela,not_found,,,2026-08-11
mtcarmelboro.gov,Mount Carmel,PA,City,Mount Carmel Borough,not_found,,,2026-08-11
tunkhannockboroughpolice.gov,Tunkhannock,PA,City,Tunkhannock Borough Police,not_found,,,2026-08-11
bayamonpr.gov,Bayamon,PR,City,Municipio de Bayamon,not_found,,,2026-08-11
traffordpa.gov,Trafford,PA,City,Trafford Borough,not_found,,,2026-08-11
southkingstownri.gov,Wakefield,RI,City,Town of South Kingstown,found,https://southkingstownri.gov/Bids.aspx,civicplus,2026-08-11
eastprovidencefireri.gov,East Providence,RI,City,City of East Providence,not_found,,,2026-08-11
westerlyri.gov,Westerly,RI,City,Town of Westerly,found,https://westerlyri.gov/Bids.aspx,civicplus,2026-08-11
johnstonri.gov,Johnston,RI,City,Town of Johnston,found,https://johnstonri.gov/Bids.aspx,civicplus,2026-08-11
scrantonpa.gov,Scranton,PA,City,City of Scranton,found,https://scrantonpa.gov/your-government/ba/obo/,custom,2026-08-11
centralfallsri.gov,Central Falls,RI,City,City of Central Falls RI,not_found,,,2026-08-11
richhilltwp-pa.gov,Wind Ridge,PA,City,Richhill Township,not_found,,,2026-08-11
charleston-sc.gov,Charleston,SC,City,City of Charleston,found,https://charleston-sc.gov/Bids.aspx,civicplus,2026-08-11
tunktwppolice.gov,Tunkhannock,PA,City,Tunkhannock Township Police,not_found,,,2026-08-11
penuelaspr.gov,Penuelas,PR,City,Municipality of Penuelas,not_found,,,2026-08-11
cranstonfireri.gov,Cranston,RI,City,Cranston Fire Dept.,not_found,,,2026-08-11
newportri.gov,Newport,RI,City,City of Newport,found,https://newportri.gov/Bids.aspx,civicplus,2026-08-11
westreadingpd.gov,West Reading,PA,City,West Reading Police Department,not_found,,,2026-08-11
portmatilda.gov,Port Matlilda,PA,City,Port Matilda Borough,not_found,,,2026-08-11
westhomesteadpa.gov,West Homestead,PA,City,West Homestead Borough,not_found,,,2026-08-11
windgap-pa.gov,Wind Gap,PA,City,Wind Gap Borough,not_found,,,2026-08-11
eppdri.gov,East Providence,RI,City,City of East Providence,not_found,,,2026-08-11
waynesboropa.gov,Waynesboro,PA,City,Borough of Waynesboro PA,not_found,,,2026-08-11
cityofgaffney-sc.gov,Gaffney,SC,City,City of Gaffney,found,https://cityofgaffney-sc.gov/Bids.aspx,civicplus,2026-08-11
weatherlypa.gov,Weatherly,PA,City,WEATHERLY BOROUGH,not_found,,,2026-08-11
hopkintonri.gov,Hopkinton,RI,City,"Town of Hopkinton, Rhode Island",not_found,,,2026-08-11
venangotwpcrawfordcounty.gov,VENANGO,PA,City,Venango Township,not_found,,,2026-08-11
lincolnpoliceri.gov,Lincoln,RI,City,Lincoln Police Department,not_found,,,2026-08-11
cityofyorkpa.gov,York,PA,City,City of York,not_found,,,2026-08-11
glocesterri.gov,Chepachet,RI,City,Town of Glocester,not_found,,,2026-08-11
wilkes-barretownship.gov,Wilkes-Barre Township,PA,City,Wilkes-Barre Township,not_found,,,2026-08-11
fortmillsc.gov,Fort Mill,SC,City,Town of Fort Mill,found,https://fortmillsc.gov/Bids.aspx,civicplus,2026-08-11
exeterri.gov,Exeter,RI,City,Town of Exeter,not_found,,,2026-08-11
lantabus-pa.gov,Allentown,PA,City,Lehigh and Northampton Transportation Authority,not_found,,,2026-08-11
hopkintonpolice-ri.gov,Hopkinton,RI,City,Town of Hopkinton,not_found,,,2026-08-11
mtwolfpa.gov,Mount Wolf,PA,City,Mount Wolf Borough,not_found,,,2026-08-11
hardeevillesc.gov,Hardeeville,SC,City,City of Hardeeville,found,https://hardeevillesc.gov/Bids.aspx,civicplus,2026-08-11
lockhavenpa.gov,Lock Haven,PA,City,Lock Haven City,not_found,,,2026-08-11
coventrypdri.gov,Coventry,RI,City,Coventry Police Dept,not_found,,,2026-08-11
lemontownshippa.gov,Tunkhannock,PA,City,Lemon Township,not_found,,,2026-08-11
coventryri.gov,Coventry,RI,City,"Town of Coventry, RI",not_found,,,2026-08-11
hardeevillepolicesc.gov,Hardeeville,SC,City,Hardeeville Police Department,found,https://hardeevillepolicesc.gov/Bids.aspx,civicplus,2026-08-11
wilkinsburgpa.gov,Wilkinsburg,PA,City,Borough of Wilkinsburg,not_found,,,2026-08-11
plymouthboroughpa.gov,Plymouth,PA,City,Plymouth Borough,not_found,,,2026-08-11
northsewickleytownship.gov,Beaver Falls,PA,City,North Sewickley Township,not_found,,,2026-08-11
hopkintonpoliceri.gov,Hopkinton,RI,City,Town of Hopkinton - Police Department,not_found,,,2026-08-11
hacp.gov,Pittsburgh,PA,City,Housing Authority City of Pittsburgh,found,https://hacp.gov/rfp,agency,2026-08-11
smithfieldfireri.gov,Greenville,RI,City,Smithfield Fire Department,not_found,,,2026-08-11
minersvillepa.gov,Minersville,PA,City,Minersville Borough,not_found,,,2026-08-11
warrenri.gov,Warren,RI,City,Warren Police Department,not_found,,,2026-08-11
statecollegepa.gov,State College,PA,City,City of State College,not_found,,,2026-08-11
charlestownri.gov,Charlestown,RI,City,Town of Charlestown,not_found,,,2026-08-11
stclairpa.gov,St Clair,PA,City,Borough of St Clair,not_found,,,2026-08-11
cityofclemson.gov,Clemson,SC,City,City of Clemson,not_found,,,2026-08-11
charlestownpoliceri.gov,Charlestown,RI,City,Charlestown Police Department,not_found,,,2026-08-11
townofcameronsc.gov,Cameron,SC,City,"Town of Cameron, SC",not_found,,,2026-08-11
eastprovidenceri.gov,East Providence,RI,City,City of East Providence,found,https://eastprovidenceri.gov/rfp,agency,2026-08-11
lexsc.gov,Lexington,SC,City,Town of Lexington,found,https://lexsc.gov/Bids.aspx,civicplus,2026-08-11
lincolnri.gov,Lincoln,RI,City,Town of Lincoln,not_found,,,2026-08-11
woonsocketri.gov,Woonsocket,RI,City,City of Woonsocket,not_found,,,2026-08-11
manchesterborough.gov,Manchester,PA,City,Manchester Borough,not_found,,,2026-08-11
pawtucketri.gov,Pawtucket,RI,City,City of Pawtucket,found,https://pawtucketri.gov/purchasing,agency,2026-08-11
jamestownri.gov,Jamestown,RI,City,Town of Jamestown,found,https://jamestownri.gov/purchasing,agency,2026-08-11
caycesc.gov,Cayce,SC,City,City of Cayce   ATT:Jamie Beckham,not_found,,,2026-08-11
lakecitysc.gov,Lake City,SC,City,City of Lake City,found,https://lakecitysc.gov/Bids.aspx,civicplus,2026-08-11
providenceri.gov,Providence,RI,City,City of Providence,not_found,,,2026-08-11
warwickri.gov,Warwick,RI,City,City of Warwick,not_found,,,2026-08-11
springgrovepa.gov,Spring Grove,PA,City,Spring Grove Borough,not_found,,,2026-08-11
brunson.gov,Brunson,SC,City,Town of Brunson,not_found,,,2026-08-11
cityoftitusvillepa.gov,Titusville,PA,City,City of Titusville Pennsylvania,not_found,,,2026-08-11
townofaynor.gov,Aynor,SC,City,Town of Aynor,not_found,,,2026-08-11
muhlenbergtwppa.gov,Reading,PA,City,Muhlenberg Township,not_found,,,2026-08-11
cityofcayce-sc.gov,Cayce,SC,City,City of Cayce,not_found,,,2026-08-11
calhounfalls.gov,Calhoun Falls,SC,City,Town of Calhoun Falls,not_found,,,2026-08-11
chapinsc.gov,Chapin,SC,City,Town of Chapin,not_found,,,2026-08-11
scituateri.gov,Scituate,RI,City,Town of Scituate RI,found,https://www.bidnetdirect.com/rhode-island/scituateri,bidnetdirect,2026-08-11
follybeach.gov,Folly Beach,SC,City,City of Folly Beach,not_found,,,2026-08-11
stmaryspa.gov,St. Marys,PA,City,City of St. Marys,not_found,,,2026-08-11
heathsprings.gov,Heath Springs,SC,City,Town of Heath Springs,not_found,,,2026-08-11
fairfaxsc.gov,Fairfax,SC,City,Town of Fairfax South Carolina,not_found,,,2026-08-11
summervillesc.gov,Summerville,SC,City,Town of Summerville,found,https://summervillesc.gov/Bids.aspx,civicplus,2026-08-11
greenvillesc.gov,Greenville,SC,City,City of Greenville,found,https://greenvillesc.gov/Bids.aspx,civicplus,2026-08-11
poconopa.gov,Tannersville,PA,City,Pocono Township,not_found,,,2026-08-11
townofwarren-ri.gov,Warren,RI,City,Town of Warren,found,https://townofwarren-ri.gov/business/bids.php,agency,2026-08-11
townofkershawsc.gov,KERSHAW,SC,City,Town of Kershaw,not_found,,,2026-08-11
cowardpolicesc.gov,Coward,SC,City,Coward Police Department,not_found,,,2026-08-11
cityofbrookings-sd.gov,Brookings,SD,City,"City of Brookings, SD",found,https://cityofbrookings-sd.gov/Bids.aspx,civicplus,2026-08-11
giffordpdsc.gov,Gifford,SC,City,Gifford Police Department,not_found,,,2026-08-11
westyorkpa.gov,York,PA,City,West York Borough,not_found,,,2026-08-11
conwaysc.gov,Conway,SC,City,City of Conway,not_found,,,2026-08-11
goosecreeksc.gov,Goose Creek,SC,City,City of Goose Creek,not_found,,,2026-08-11
townofblythewoodsc.gov,Blythewood,SC,City,Town of Blythewood,found,https://townofblythewoodsc.gov/bid_opportunities.php,agency,2026-08-11
northprovidenceri.gov,North Providence,RI,City,Town of North Providence,found,https://northprovidenceri.gov/purchasing,agency,2026-08-11
ridgevillesc.gov,RIDGEVILLE,SC,City,Town of Ridgeville,not_found,,,2026-08-11
cranstonpoliceri.gov,Cranston,RI,City,Cranston Police Department,not_found,,,2026-08-11
hellamtownship.gov,York,PA,City,Hellam Township,not_found,,,2026-08-11
columbiasc.gov,Columbia,SC,City,"City of Columbia, SC",found,https://procurement.columbiasc.gov,custom,2026-08-11
collegeville-pa.gov,Collegeville,PA,City,Borough of Collegeville,not_found,,,2026-08-11
pittstoncity.gov,Pittston,PA,City,City of Pittston,not_found,,,2026-08-11
huronsd.gov,Huron,SD,City,City of Huron,found,https://huronsd.gov/Bids.aspx,civicplus,2026-08-11
cityofrockhillsc.gov,Rock Hill,SC,City,City of Rock Hill,not_found,,,2026-08-11
cityofpickens.gov,Pickens,SC,City,City Of Pickens SC,not_found,,,2026-08-11
harleyvillesc.gov,Harleyville,SC,City,Town of Harleyville,not_found,,,2026-08-11
cityofmadisonsd.gov,Madison,SD,City,"City of Madison, SD",found,https://cityofmadisonsd.gov/Bids.aspx,civicplus,2026-08-11
burrillvilleri.gov,Harrisville,RI,City,Town of Burrillville,not_found,,,2026-08-11
myrtlebeach.gov,Myrtle Beach,SC,City,City of Myrtle Beach,not_found,,,2026-08-11
pittsburghpa.gov,Pittsburgh,PA,City,City of Pittsburgh,found,https://www.pittsburghpa.gov/Business-Development/Procurement/Bid-Opportunities,agency,2026-08-11
arroyopr.gov,Arroyo,PR,City,Municipal Government of Arroyo,not_found,,,2026-08-11
spearfish.gov,Spearfish,SD,City,City of Spearfish,found,https://spearfish.gov/Bids.aspx,civicplus,2026-08-11
springfieldsc.gov,Springfield,SC,City,Town of Springfield,not_found,,,2026-08-11
cityofdillonsc.gov,Dillon,SC,City,City of Dillon,found,https://cityofdillonsc.gov/RFPsolicitations,agency,2026-08-11
townofperrysc.gov,Perry,SC,City,Town of Perry,not_found,,,2026-08-11
townofjohnstonsc.gov,Johnston,SC,City,Town of Johnston,not_found,,,2026-08-11
tegacaysc.gov,Tega Cay,SC,City,City of Tega Cay,not_found,,,2026-08-11
whitehalltwppapd.gov,Whitehall,PA,City,Whitehall Township Police Department,not_found,,,2026-08-11
wareshoalssc.gov,Ware Shoals,SC,City,Town Of Ware Shoals,not_found,,,2026-08-11
pelzersc.gov,Pelzer,SC,City,"Town of Pelzer, SC",not_found,,,2026-08-11
silverstreetsc.gov,Silverstreet,SC,City,"Town of Silverstreet, SC",not_found,,,2026-08-11
cranstonri.gov,Cranston,RI,City,City of Cranston,found,https://cranstonri.gov/departments/purchasing/,agency,2026-08-11
aberdeensd.gov,Aberdeen,SD,City,City of Aberdeen,not_found,,,2026-08-11
northcharlestonsc.gov,North Charleston,SC,City,City of North Charleston,not_found,,,2026-08-11
cityofspartanburg-sc.gov,Spartanburg,SC,City,City of Spartanburg,not_found,,,2026-08-11
lymansc.gov,Lyman,SC,City,Town of Lyman,found,https://lymansc.gov/departments/administration/bids_and_proposals/index.php,agency,2026-08-11
cityofmitchellsd.gov,Mitchell,SD,City,City of Mitchell,found,https://cityofmitchellsd.gov/Bids.aspx,civicplus,2026-08-11
cityofalcoa-tn.gov,Alcoa,TN,City,City of Alcoa,found,https://cityofalcoa-tn.gov/Bids.aspx,civicplus,2026-08-11
hamptonsc.gov,Hampton,SC,City,Town of Hampton,not_found,,,2026-08-11
duewestsc.gov,Due West,SC,City,Town Of Due West,not_found,,,2026-08-11
townofsaluda.gov,Saluda,SC,City,Town Of Saluda South Carolina,not_found,,,2026-08-11
bellefourche.gov,Belle Fourche,SD,City,City of Belle Fourche,not_found,,,2026-08-11
littlecompton.gov,Little Compton,RI,City,Town of Little Compton,not_found,,,2026-08-11
ststephenpdsc.gov,St Stephen,SC,City,St Stephen Police Department,not_found,,,2026-08-11
ridgespringsc.gov,Ridge Spring,SC,City,Town of Ridge Spring,not_found,,,2026-08-11
wagenersc.gov,Wagener,SC,City,Town of Wagener,not_found,,,2026-08-11
hiltonheadislandsc.gov,Hilton Head Island,SC,City,Town of Hilton Head Island,found,https://hiltonheadislandsc.gov/business/bids/local_vendor_preference.php,agency,2026-08-11
clevelandtn.gov,Cleveland,TN,City,"City of Cleveland, Tennessee",found,https://clevelandtn.gov/Bids.aspx,civicplus,2026-08-11
cookeville-tn.gov,Cookeville,TN,City,City of Cookeville,found,https://cookeville-tn.gov/Bids.aspx,civicplus,2026-08-11
clarksvilletn.gov,Clarksville,TN,City,City of Clarksville,found,https://clarksvilletn.gov/Bids.aspx,civicplus,2026-08-11
pamplicosc.gov,PAMPLICO,SC,City,Town of Pamplico,found,https://pamplicosc.gov/invitationtobid,agency,2026-08-11
kiawahisland.gov,Johns Island,SC,City,The Town of Kiawah Island,found,https://kiawahisland.gov/bid_rfq_opportunities_.php,agency,2026-08-11
tatumsc.gov,Tatum,SC,City,"Town of Tatum, SC",not_found,,,2026-08-11
watertownsd.gov,Watertown,SD,City,"City of Watertown, SD",not_found,,,2026-08-11
bristoltn.gov,Bristol,TN,City,City of Bristol Tennessee,found,https://bristoltn.gov/Bids.aspx,civicplus,2026-08-11
townofeutawville.gov,Eutawville,SC,City,Town of Eutawville,not_found,,,2026-08-11
pierresd.gov,Pierre,SD,City,City of Pierre,not_found,,,2026-08-11
springdalesc.gov,West Columbia,SC,City,Town of Springdale,not_found,,,2026-08-11
whitmiresc.gov,Whitmire,SC,City,Town Of Whitmire S.C.,not_found,,,2026-08-11
townofwhitmire.gov,Whitmire,SC,City,Town of Whitmire,not_found,,,2026-08-11
fallspa.gov,Falls,PA,City,Falls Township,not_found,,,2026-08-11
summertonsc.gov,Summerton,SC,City,"Town of Summterton, SC",not_found,,,2026-08-11
smithfieldpoliceri.gov,Smithfield,RI,City,Smithfield Police Department,not_found,,,2026-08-11
whitmirepd.gov,Whitmire,SC,City,Whitmire Police Department,not_found,,,2026-08-11
yorksc.gov,York,SC,City,City of York,not_found,,,2026-08-11
rapidcity.gov,Rapid City,SD,City,City of Rapid City,not_found,,,2026-08-11
smithfieldri.gov,Smithfield,RI,City,Town of Smithfeld,not_found,,,2026-08-11
bigstonecitysd.gov,Big Stone City,SD,City,City of Big Stone City,not_found,,,2026-08-11
gainesborotn.gov,Cookeville,TN,City,Upper Cumberland Development District,not_found,,,2026-08-11
cityofaikensc.gov,Aiken,SC,City,City of Aiken,not_found,,,2026-08-11
cityofsalemsd.gov,Salem,SD,City,City of Salem,not_found,,,2026-08-11
westwarwickri.gov,West Warwick,RI,City,Town of West Warwick,not_found,,,2026-08-11
grotonsd.gov,Groton,SD,City,City of Groton,not_found,,,2026-08-11
westcolumbiasc.gov,West Columbia,SC,City,"City of West Columbia, SC",found,https://westcolumbiasc.gov/procurement-bid-opportunities/,agency,2026-08-11
gallatintn.gov,Gallatin,TN,City,City of Gallatin,found,https://gallatintn.gov/Bids.aspx,civicplus,2026-08-11
northsiouxcity-sd.gov,N. Sioux City,SD,City,N. Sioux City City Hall,not_found,,,2026-08-11
charlestontn.gov,Charleston,TN,City,The City of Charleston,not_found,,,2026-08-11
harrisburgsd.gov,Harrisburg,SD,City,City of Harrisburg,not_found,,,2026-08-11
jamestownsc.gov,Jamestown,SC,City,Town of Jamestown,not_found,,,2026-08-11
eastcoventry-pa.gov,Pottstown,PA,City,East Coventry Township,not_found,,,2026-08-11
cityofgreersc.gov,Greer,SC,City,City of Greer,not_found,,,2026-08-11
crossvilletn.gov,Crossville,TN,City,City of Crossville,found,https://crossvilletn.gov/bids,agency,2026-08-11
dyersburgtn.gov,Dyersburg,TN,City,City of Dyersburg,found,https://dyersburgtn.gov/Bids.aspx,civicplus,2026-08-11
greatfallssc.gov,Great Falls,SC,City,"Town of Great Falls, SC",not_found,,,2026-08-11
caryvilletn.gov,Caryville,TN,City,Town of Caryville,not_found,,,2026-08-11
cityofcollinwood.gov,Collinwood,TN,City,City of Collinwood,not_found,,,2026-08-11
sumtersc.gov,Sumter,SC,City,City of Sumter,found,https://sumtersc.gov/purchasing,agency,2026-08-11
jackson-sc.gov,Jackson,SC,City,Town of Jackson,not_found,,,2026-08-11
lincolnvillesc.gov,Lincolnville,SC,City,Town of Lincolnville,not_found,,,2026-08-11
cityofdicksontn.gov,Dickson,TN,City,City of Dickson,not_found,,,2026-08-11
jeffersonhillspd.gov,Jefferson Hills,PA,City,Jefferson Hills Police Department,not_found,,,2026-08-11
goodlettsville.gov,Goodlettsville,TN,City,"City of Goodlettsville, Tennessee",found,https://goodlettsville.gov/Bids.aspx,civicplus,2026-08-11
townofchapelhilltn.gov,Chapel Hill,TN,City,Town of Chapel Hill,not_found,,,2026-08-11
camdentn.gov,Camden,TN,City,City Of Camden,not_found,,,2026-08-11
townofbrucetontn.gov,Bruceton,TN,City,Town of Bruceton,not_found,,,2026-08-11
bluffcitytn.gov,City of Bluff City,TN,City,City of Bluff City Tennessee,not_found,,,2026-08-11
ninetysixsc.gov,Ninety SIX,SC,City,Town of Ninety Six,not_found,,,2026-08-11
ststephensc.gov,St. Stephen,SC,City,"Town of St. Stephen, South Carolina",not_found,,,2026-08-11
lakelandtn.gov,Lakeland,TN,City,City of Lakeland,found,https://lakelandtn.gov/Bids.aspx,civicplus,2026-08-11
missionsd.gov,Mission,SD,City,City of Mission,not_found,,,2026-08-11
hotspringssd.gov,Hot Springs,SD,City,City of Hot Springs,not_found,,,2026-08-11
auburntown.gov,Auburntown,TN,City,City of Auburntown,not_found,,,2026-08-11
georgetownsc.gov,Georgetown,SC,City,City of Georgetown,found,https://georgetownsc.gov/governmental_services/departments/finance/bids__rfps.php,agency,2026-08-11
cityofbambergsc.gov,Bamberg,SC,City,City of Bamberg,not_found,,,2026-08-11
huntlandtn.gov,Huntland,TN,City,City of Huntland,found,https://huntlandtn.gov/bids,agency,2026-08-11
whitehalltwppa.gov,WHITEHALL,PA,City,Whitehall Township,not_found,,,2026-08-11
hartsvillesc.gov,Hartsville,SC,City,City of Hartsville,not_found,,,2026-08-11
alexandriatn.gov,Alexandria,TN,City,Town of Alexandria,not_found,,,2026-08-11
athentwpbcpapd.gov,Sayre,PA,City,Athens Township Police Department in Bradford County,not_found,,,2026-08-11
townofravenel.gov,Ravenel,SC,City,Town of Ravenel,not_found,,,2026-08-11
eastridgetn.gov,East Ridge,TN,City,City of East Ridge,found,https://eastridgetn.gov/bids,agency,2026-08-11
